test_name,section,module,question_number,question_type,correct_answer,passage,question_stem,choice_A,choice_B,choice_C,choice_D,key
sat-practice-test-8-digital,Math,1,23,Multiple Choice,B,"- - - - - - ~ Weight (pounds) Frequency 13 12 14 8 15 5 16 7 17 9 18 10 19 13 20 7 The frequency table summarizes a data set of the weights, rounded to the nearest pound, of 71 tortoises. A weight of 39 pounds is added to the original data set, creating a new data set of the weights, rounded to the nearest pound, of",72 tortoises. Which statement best compares the mean and median of the new data set to the mean and median of the original data set?,"The mean of the new data set is greater than the mean of the original data set, and the median of the new data set is greater than the median of the original data set.","The mean of the new data set is greater than the mean of the original data set, and the medians of the two data sets are equal.","The mean of the new data set is less than the mean of the original data set, and the median of the new data set is less than the median of the original data set.","The mean of the new data set is less than the mean of the original data set, and the medians of the two data sets are equal.",sat-practice-test-8-digital__Math__1__23
sat-practice-test-8-digital,Math,1,24,Multiple Choice,C,x−29 = (x−a)(x−29),"Which of the following are solutions to the given equation, where a is a constant anda > 30 ? I. a II. a+1 III. 29",I and II only,I and III only,II and III only,"I, II, and III",sat-practice-test-8-digital__Math__1__24
sat-practice-test-8-digital,Math,1,25,Free Response,C,"In the xy-plane, the graph of the equation y = −x2+9x−100 intersects the line y = c at",exactly one point. What is the value of c?,−,,,,sat-practice-test-8-digital__Math__1__25
sat-practice-test-8-digital,Math,1,26,Multiple Choice,B,The functions f and g are defined by the given,"equations, where x ≥ 0. Which of the following equations displays, as a constant or coefficient, the maximum value of the function it defines, where x ≥ 0 ? I. f(x) = 18(1.25) x +41 II. g(x) = 9(0.73) x",I only,II only,I and II,"Neither I nor II If you finish before time is called, you may Do not turn to any othe",sat-practice-test-8-digital__Math__1__26
sat-practice-test-8-digital,Math,1,27,Free Response,284/3; 94.66; 94.67,The perimeter of an equilateral triangle is 852 centimeters. The three vertices of the triangle lie on a circle. The radius of the circle is,w 3 centimeters. What is the value of w ?,,,,,sat-practice-test-8-digital__Math__1__27
sat-practice-test-8-digital,Math,2,1,Multiple Choice,C,,What is the y-intercept of the line graphed?,"(−5,0)","(0,0)","(0,5)","(0,9)",sat-practice-test-8-digital__Math__2__1
sat-practice-test-8-digital,Math,2,3,Multiple Choice,D,"m n t Note: Figure not drawn to scale. In the figure, line m is parallel to line n, and line t",intersects both lines. What is the value of x ?,33,57,123,147,sat-practice-test-8-digital__Math__2__3
sat-practice-test-8-digital,Math,2,4,Multiple Choice,C,- - - - - - - - - ~ Sean rents a tent at a cost of $11 per day plus a,"onetime insurance fee of $10. Which equation represents the total cost c, in dollars, to rent the tent with insurance for d days?",c = 11(d+10),c = 10(d+11),c = 11d+10,c = 10d+11 Mo,sat-practice-test-8-digital__Math__2__4
sat-practice-test-8-digital,Math,2,5,Multiple Choice,D,"a b Note: Figure not drawn to scale. For the right triangle shown,a = 4 andb = 5.",Which expression represents the value of c ?,4 +5,(4)(5),4 +5,42 +52,sat-practice-test-8-digital__Math__2__5
sat-practice-test-8-digital,Math,2,6,Free Response,9,,- ~ - - - - - - - - The function g is defined by g(x) = 6x. For what value of x is g(x) = 54 ?,,,,,sat-practice-test-8-digital__Math__2__6
sat-practice-test-8-digital,Math,2,7,Free Response,68,,The function f is defined by f(x) = 8x3+4. What is the value of f(2) ?,,,,,sat-practice-test-8-digital__Math__2__7
sat-practice-test-8-digital,Math,2,8,Free Response,B,,The function f is defined by f(x) = x−2. What,,,,,sat-practice-test-8-digital__Math__2__8
sat-practice-test-8-digital,Math,2,9,Multiple Choice,D,A producer is creating a video with a length of 70 minutes. The video will consist of segments that are 1 minute long and segments that are 3 minutes,"long. Which equation represents this situation, where x represents the number of 1-minute segments and y represents the number of 3-minute segments?",4xy = 70,4(x+y) = 70,3x+y = 70,x+3y = 70 odule,sat-practice-test-8-digital__Math__2__9
sat-practice-test-8-digital,Math,2,10,Free Response,D,,"The function f is defined by f(x) = 7x3 . In the xy-plane, the graph of y = g(x)is the result of shifting the graph of y = f(x) down 2 units. Which equation defines function g ?",,,,,sat-practice-test-8-digital__Math__2__10
sat-practice-test-8-digital,Math,2,11,Multiple Choice,C,y = −3x 4x+y = 15 The solution to the given system of equations,"is(x,y). What is the value of x ?",1,5,15,45,sat-practice-test-8-digital__Math__2__11
sat-practice-test-8-digital,Math,2,12,Free Response,B,B C A Note: Figure not drawn to scale.,"In the right triangle shown, what is the value of sinA ?",,,,,sat-practice-test-8-digital__Math__2__12
sat-practice-test-8-digital,Math,2,13,Free Response,986,- - - - - - - - - ~,"What is the area, in square centimeters, of a rectangle with a length of 34 centimeters (cm) and a width of 29 cm? Mo",,,,,sat-practice-test-8-digital__Math__2__13
sat-practice-test-8-digital,Math,2,14,Free Response,24,x 24x,"If = 4 and = 4, what is the value of n ? y ny",,,,,sat-practice-test-8-digital__Math__2__14
sat-practice-test-8-digital,Math,2,15,Multiple Choice,D,"A bowl contains 20 ounces of water. When the bowl is uncovered, the amount of water in the bowl decreases by 1 ounce every 4 days. If 9 ounces of","water remain in this bowl, for how many days has it been uncovered?",3,7,36,44,sat-practice-test-8-digital__Math__2__15
sat-practice-test-8-digital,Math,2,16,Multiple Choice,D,,"If9(4−3x) +2 = 8(4−3x) +18, what is the value of4−3x ?",−16,−4,4,16,sat-practice-test-8-digital__Math__2__16
sat-practice-test-8-digital,Math,2,17,Multiple Choice,A,"A certain township consists of a 5-hectare industrial park and a 24-hectare neighborhood. The total number of trees in the township is 4,529. The equation5x+24y = 4,529 represents this situation.",Which of the following is the best interpretation of x in this context?,The average number of trees per hectare in the industrial park,The average number of trees per hectare in the neighborhood,The total number of trees in the industrial park,The total number of trees in the neighborhood,sat-practice-test-8-digital__Math__2__17
sat-practice-test-8-digital,Math,2,18,Multiple Choice,B,,"Which expression is equivalent toa12 , wherea > 0 ?",12a132,144 a132,121a132,11a132 odule,sat-practice-test-8-digital__Math__2__18
sat-practice-test-8-digital,Math,2,19,Multiple Choice,A,The dot plots represent the distributions of values in data sets A and B.,Which of the following statements must be true? I. The median of data set A is equal to the median of data set B. II. The standard deviation of data set A is equal to the standard deviation of data set B.,I only,II only,I and II,Neither I nor II,sat-practice-test-8-digital__Math__2__19
